id,scenario,distribution,sample_size,data_type,replicate,obs_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
42,late outbreak,short,400,outbreak,1,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3
43,near peak,long,400,outbreak,1,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.8,1.8,1.8,1.9
44,near peak,medium,400,outbreak,1,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6
45,near peak,short,400,outbreak,1,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
46,past peak,long,400,outbreak,1,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.7,1.7,1.8,1.8
47,past peak,medium,400,outbreak,1,,meanlog,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.7
48,past peak,short,400,outbreak,1,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2
49,decay,long,200,exponential,1,,meanlog,1.8,1.8,1.7,1.7,1.8,1.8,1.8,1.9,1.9,1.9
50,decay,medium,200,exponential,1,,meanlog,1.5,1.5,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.6
51,decay,short,200,exponential,1,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3
52,fast decay,long,200,exponential,1,,meanlog,1.8,1.8,1.7,1.7,1.8,1.8,1.9,1.9,2,2
53,fast decay,medium,200,exponential,1,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.7
54,fast decay,short,200,exponential,1,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2
55,fast growth,long,200,exponential,1,,meanlog,1.8,1.8,1.6,1.6,1.7,1.8,1.9,2,2.2,2.3
56,fast growth,medium,200,exponential,1,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.9
57,fast growth,short,200,exponential,1,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
58,growth,long,200,exponential,1,,meanlog,1.7,1.7,1.5,1.6,1.6,1.7,1.8,1.8,1.9,2
59,growth,medium,200,exponential,1,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.5,1.6,1.6,1.6
60,growth,short,200,exponential,1,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
61,stable,long,200,exponential,1,,meanlog,1.8,1.8,1.7,1.7,1.8,1.8,1.8,1.9,1.9,2
62,stable,medium,200,exponential,1,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8
63,stable,short,200,exponential,1,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
64,120 days,,834,ebola_case_study,,real-time,meanlog,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.7
65,120 days,,1032,ebola_case_study,,retrospective,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.7,1.7
66,180 days,,3149,ebola_case_study,,real-time,meanlog,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9
67,180 days,,3532,ebola_case_study,,retrospective,meanlog,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
68,240 days,,2399,ebola_case_study,,real-time,meanlog,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
69,240 days,,2483,ebola_case_study,,retrospective,meanlog,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
70,60 days,,401,ebola_case_study,,real-time,meanlog,1.6,1.6,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.6
71,60 days,,428,ebola_case_study,,retrospective,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6
1,early outbreak,long,10,outbreak,1,,sdlog,1.3,1.2,0.52,0.6,0.8,0.97,1.4,1.7,2.3,2.7
2,early outbreak,medium,10,outbreak,1,,sdlog,1.2,0.99,0.42,0.47,0.65,0.8,1.2,1.6,2.6,3
3,early outbreak,short,10,outbreak,1,,sdlog,1.1,0.93,0.43,0.47,0.65,0.78,1.1,1.4,2.1,2.5
4,late outbreak,long,10,outbreak,1,,sdlog,0.94,0.78,0.48,0.51,0.61,0.69,0.89,1.1,1.8,2.3
5,late outbreak,medium,10,outbreak,1,,sdlog,1.2,1,0.57,0.61,0.77,0.88,1.2,1.5,2.5,3
6,late outbreak,short,10,outbreak,1,,sdlog,0.56,0.51,0.31,0.33,0.4,0.46,0.57,0.66,0.94,1.1
7,near peak,long,10,outbreak,1,,sdlog,17000,1.8,0.78,0.86,1.2,1.5,2.3,2.9,4.5,5.9
8,near peak,medium,10,outbreak,1,,sdlog,0.87,0.7,0.34,0.38,0.5,0.59,0.86,1.2,1.9,2.3
9,near peak,short,10,outbreak,1,,sdlog,0.31,0.28,0.21,0.21,0.23,0.25,0.31,0.36,0.49,0.56
10,past peak,long,10,outbreak,1,,sdlog,1.8,1.6,0.76,0.83,1.1,1.3,1.9,2.4,3.5,4.1
11,past peak,medium,10,outbreak,1,,sdlog,1.3,1.1,0.55,0.59,0.76,0.9,1.3,1.6,2.6,3.2
12,past peak,short,10,outbreak,1,,sdlog,0.86,0.73,0.41,0.44,0.55,0.63,0.84,1,1.7,2.2
13,early outbreak,long,100,outbreak,1,,sdlog,0.68,0.67,0.52,0.54,0.6,0.63,0.71,0.76,0.87,0.91
14,early outbreak,medium,100,outbreak,1,,sdlog,0.41,0.41,0.33,0.34,0.37,0.39,0.43,0.45,0.49,0.51
15,early outbreak,short,100,outbreak,1,,sdlog,0.48,0.47,0.38,0.4,0.43,0.45,0.5,0.52,0.58,0.61
16,late outbreak,long,100,outbreak,1,,sdlog,0.9,0.89,0.76,0.78,0.83,0.86,0.93,0.97,1.1,1.1
17,late outbreak,medium,100,outbreak,1,,sdlog,0.56,0.55,0.47,0.49,0.52,0.54,0.57,0.59,0.64,0.66
18,late outbreak,short,100,outbreak,1,,sdlog,0.41,0.41,0.34,0.35,0.38,0.39,0.42,0.44,0.48,0.49
19,near peak,long,100,outbreak,1,,sdlog,0.9,0.88,0.7,0.73,0.8,0.84,0.93,1,1.2,1.2
20,near peak,medium,100,outbreak,1,,sdlog,0.58,0.57,0.47,0.49,0.53,0.55,0.59,0.62,0.68,0.71
21,near peak,short,100,outbreak,1,,sdlog,0.35,0.34,0.28,0.29,0.32,0.33,0.36,0.37,0.41,0.42
22,past peak,long,100,outbreak,1,,sdlog,0.72,0.71,0.6,0.61,0.66,0.69,0.74,0.77,0.84,0.87
23,past peak,medium,100,outbreak,1,,sdlog,0.56,0.56,0.48,0.49,0.52,0.54,0.58,0.6,0.65,0.67
24,past peak,short,100,outbreak,1,,sdlog,0.35,0.35,0.29,0.3,0.32,0.33,0.36,0.38,0.4,0.41
25,early outbreak,long,200,outbreak,1,,sdlog,0.81,0.79,0.64,0.66,0.72,0.76,0.83,0.88,1,1.1
26,early outbreak,medium,200,outbreak,1,,sdlog,0.55,0.54,0.46,0.47,0.51,0.53,0.56,0.59,0.64,0.66
27,early outbreak,short,200,outbreak,1,,sdlog,0.35,0.35,0.3,0.31,0.33,0.34,0.36,0.37,0.4,0.41
28,late outbreak,long,200,outbreak,1,,sdlog,0.86,0.86,0.76,0.78,0.82,0.84,0.88,0.91,0.96,0.98
29,late outbreak,medium,200,outbreak,1,,sdlog,0.62,0.62,0.56,0.56,0.59,0.61,0.63,0.65,0.68,0.7
30,late outbreak,short,200,outbreak,1,,sdlog,0.4,0.4,0.36,0.36,0.38,0.39,0.41,0.42,0.45,0.46
31,near peak,long,200,outbreak,1,,sdlog,0.78,0.77,0.65,0.67,0.72,0.75,0.8,0.84,0.9,0.94
32,near peak,medium,200,outbreak,1,,sdlog,0.66,0.65,0.57,0.58,0.61,0.64,0.67,0.7,0.75,0.77
33,near peak,short,200,outbreak,1,,sdlog,0.32,0.31,0.28,0.28,0.3,0.31,0.32,0.33,0.35,0.36
34,past peak,long,200,outbreak,1,,sdlog,0.74,0.74,0.65,0.66,0.69,0.72,0.75,0.78,0.83,0.85
35,past peak,medium,200,outbreak,1,,sdlog,0.61,0.6,0.54,0.55,0.57,0.59,0.62,0.64,0.67,0.69
36,past peak,short,200,outbreak,1,,sdlog,0.39,0.39,0.34,0.35,0.37,0.38,0.39,0.41,0.43,0.44
37,early outbreak,long,400,outbreak,1,,sdlog,0.81,0.81,0.69,0.71,0.75,0.78,0.83,0.86,0.93,0.96
38,early outbreak,medium,400,outbreak,1,,sdlog,0.52,0.52,0.46,0.47,0.49,0.5,0.53,0.54,0.57,0.58
39,early outbreak,short,400,outbreak,1,,sdlog,0.37,0.37,0.33,0.34,0.35,0.36,0.38,0.39,0.4,0.41
40,late outbreak,long,400,outbreak,1,,sdlog,0.78,0.78,0.72,0.72,0.75,0.76,0.79,0.8,0.83,0.85
41,late outbreak,medium,400,outbreak,1,,sdlog,0.61,0.61,0.56,0.57,0.59,0.6,0.62,0.63,0.65,0.66
42,late outbreak,short,400,outbreak,1,,sdlog,0.38,0.38,0.35,0.35,0.37,0.37,0.39,0.39,0.41,0.42
43,near peak,long,400,outbreak,1,,sdlog,0.79,0.79,0.7,0.71,0.75,0.77,0.81,0.83,0.87,0.89
44,near peak,medium,400,outbreak,1,,sdlog,0.56,0.56,0.51,0.52,0.54,0.55,0.57,0.58,0.61,0.62
45,near peak,short,400,outbreak,1,,sdlog,0.35,0.35,0.32,0.32,0.33,0.34,0.35,0.36,0.38,0.38
46,past peak,long,400,outbreak,1,,sdlog,0.77,0.77,0.7,0.71,0.74,0.76,0.78,0.8,0.84,0.85
47,past peak,medium,400,outbreak,1,,sdlog,0.55,0.55,0.51,0.51,0.53,0.54,0.56,0.57,0.59,0.6
48,past peak,short,400,outbreak,1,,sdlog,0.37,0.37,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41
49,decay,long,200,exponential,1,,sdlog,0.72,0.72,0.63,0.65,0.68,0.7,0.74,0.77,0.82,0.84
50,decay,medium,200,exponential,1,,sdlog,0.61,0.6,0.54,0.55,0.57,0.59,0.62,0.64,0.67,0.69
51,decay,short,200,exponential,1,,sdlog,0.4,0.4,0.36,0.36,0.38,0.39,0.41,0.42,0.45,0.46
52,fast decay,long,200,exponential,1,,sdlog,0.83,0.83,0.73,0.74,0.78,0.81,0.85,0.88,0.94,0.97
53,fast decay,medium,200,exponential,1,,sdlog,0.58,0.58,0.52,0.52,0.55,0.56,0.59,0.6,0.63,0.65
54,fast decay,short,200,exponential,1,,sdlog,0.39,0.39,0.34,0.35,0.37,0.38,0.39,0.41,0.43,0.44
55,fast growth,long,200,exponential,1,,sdlog,0.87,0.86,0.7,0.73,0.79,0.82,0.89,0.94,1,1.1
56,fast growth,medium,200,exponential,1,,sdlog,0.62,0.62,0.53,0.54,0.57,0.59,0.64,0.66,0.72,0.75
57,fast growth,short,200,exponential,1,,sdlog,0.42,0.42,0.36,0.37,0.39,0.41,0.43,0.45,0.48,0.49
58,growth,long,200,exponential,1,,sdlog,0.83,0.82,0.7,0.72,0.76,0.8,0.85,0.89,0.97,1
59,growth,medium,200,exponential,1,,sdlog,0.54,0.54,0.47,0.48,0.51,0.52,0.55,0.57,0.61,0.62
60,growth,short,200,exponential,1,,sdlog,0.37,0.37,0.33,0.33,0.35,0.36,0.38,0.4,0.42,0.43
61,stable,long,200,exponential,1,,sdlog,0.71,0.7,0.61,0.63,0.66,0.68,0.72,0.75,0.8,0.82
62,stable,medium,200,exponential,1,,sdlog,0.59,0.59,0.52,0.53,0.56,0.57,0.61,0.62,0.66,0.68
63,stable,short,200,exponential,1,,sdlog,0.33,0.33,0.29,0.3,0.31,0.32,0.34,0.35,0.37,0.38
64,120 days,,834,ebola_case_study,,real-time,sdlog,0.56,0.56,0.53,0.53,0.55,0.55,0.57,0.57,0.59,0.59
65,120 days,,1032,ebola_case_study,,retrospective,sdlog,0.54,0.54,0.52,0.52,0.53,0.53,0.54,0.55,0.56,0.56
66,180 days,,3149,ebola_case_study,,real-time,sdlog,0.48,0.48,0.46,0.47,0.47,0.48,0.48,0.48,0.49,0.49
67,180 days,,3532,ebola_case_study,,retrospective,sdlog,0.49,0.49,0.48,0.48,0.49,0.49,0.5,0.5,0.5,0.51
68,240 days,,2399,ebola_case_study,,real-time,sdlog,0.58,0.58,0.56,0.56,0.57,0.58,0.58,0.59,0.6,0.6
69,240 days,,2483,ebola_case_study,,retrospective,sdlog,0.58,0.58,0.56,0.56,0.57,0.57,0.58,0.58,0.59,0.6
70,60 days,,401,ebola_case_study,,real-time,sdlog,0.44,0.44,0.41,0.41,0.42,0.43,0.45,0.46,0.47,0.48
71,60 days,,428,ebola_case_study,,retrospective,sdlog,0.47,0.47,0.44,0.44,0.46,0.46,0.48,0.49,0.5,0.51
1,early outbreak,long,10,outbreak,1,,mean,2.9e+12,44,4.9,5.7,11,20,120,610,66000,2300000
2,early outbreak,medium,10,outbreak,1,,mean,5e+15,7.1,2.7,2.9,3.8,4.9,13,49,7600,190000
3,early outbreak,short,10,outbreak,1,,mean,910000,9.9,3.4,3.7,5,6.8,19,53,1300,21000
4,late outbreak,long,10,outbreak,1,,mean,1.6e+26,8.2,4.9,5.2,6.4,7.3,9.7,13,61,350
5,late outbreak,medium,10,outbreak,1,,mean,2.5e+23,11,5.2,5.7,7.3,8.7,15,31,1100,12000
6,late outbreak,short,10,outbreak,1,,mean,4.3,3.9,2.8,2.9,3.4,3.7,4.2,4.7,6.1,7.2
7,near peak,long,10,outbreak,1,,mean,Inf,40,3.4,4,7.8,16,160,1700,6800000,1.9e+10
8,near peak,medium,10,outbreak,1,,mean,380000,7.9,4.3,4.6,5.6,6.5,11,24,590,5300
9,near peak,short,10,outbreak,1,,mean,3.5,3.4,2.7,2.9,3.1,3.3,3.6,3.8,4.2,4.5
10,past peak,long,10,outbreak,1,,mean,4.3e+41,43,7,8,13,22,140,830,170000,1.6e+07
11,past peak,medium,10,outbreak,1,,mean,Inf,9.1,3.7,4,5.4,6.9,14,37,1300,15000
12,past peak,short,10,outbreak,1,,mean,6.3e+08,4.4,2.6,2.8,3.4,3.9,5.2,7.1,32,180
13,early outbreak,long,100,outbreak,1,,mean,6,5.6,4.3,4.5,4.9,5.3,6.1,6.8,8.7,10
14,early outbreak,medium,100,outbreak,1,,mean,4.1,4.1,3.7,3.7,3.9,4,4.2,4.3,4.6,4.7
15,early outbreak,short,100,outbreak,1,,mean,3.8,3.7,3.3,3.3,3.5,3.6,3.8,4,4.3,4.5
16,late outbreak,long,100,outbreak,1,,mean,9.5,9.3,7.3,7.6,8.3,8.8,9.8,11,12,13
17,late outbreak,medium,100,outbreak,1,,mean,6.3,6.3,5.6,5.7,6,6.2,6.5,6.7,7.1,7.2
18,late outbreak,short,100,outbreak,1,,mean,3.7,3.7,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1
19,near peak,long,100,outbreak,1,,mean,9.1,8.2,5.7,6,6.8,7.5,9.1,11,15,18
20,near peak,medium,100,outbreak,1,,mean,6,5.9,5.1,5.2,5.5,5.7,6.1,6.4,7,7.4
21,near peak,short,100,outbreak,1,,mean,3.6,3.6,3.3,3.4,3.5,3.5,3.6,3.7,3.9,3.9
22,past peak,long,100,outbreak,1,,mean,7.8,7.6,6.4,6.6,7,7.3,8,8.4,9.5,10
23,past peak,medium,100,outbreak,1,,mean,6.1,6,5.3,5.4,5.7,5.9,6.2,6.4,6.8,7
24,past peak,short,100,outbreak,1,,mean,3.5,3.5,3.2,3.3,3.4,3.4,3.5,3.6,3.7,3.8
25,early outbreak,long,200,outbreak,1,,mean,9,8.1,5.8,6.1,6.8,7.5,8.9,10,14,17
26,early outbreak,medium,200,outbreak,1,,mean,5,4.9,4.3,4.4,4.6,4.7,5.1,5.3,5.8,6
27,early outbreak,short,200,outbreak,1,,mean,3.3,3.3,3.1,3.1,3.2,3.3,3.3,3.4,3.5,3.5
28,late outbreak,long,200,outbreak,1,,mean,7.8,7.7,6.7,6.8,7.2,7.5,8,8.3,9,9.3
29,late outbreak,medium,200,outbreak,1,,mean,6.3,6.3,5.7,5.8,6.1,6.2,6.5,6.6,6.9,7
30,late outbreak,short,200,outbreak,1,,mean,3.6,3.6,3.4,3.4,3.5,3.5,3.6,3.7,3.8,3.8
31,near peak,long,200,outbreak,1,,mean,9.4,9.1,7.2,7.4,8.2,8.6,9.7,10,12,13
32,near peak,medium,200,outbreak,1,,mean,6.9,6.8,5.9,6.1,6.4,6.6,7.1,7.4,8.1,8.5
33,near peak,short,200,outbreak,1,,mean,3.4,3.4,3.2,3.3,3.3,3.4,3.4,3.5,3.6,3.6
34,past peak,long,200,outbreak,1,,mean,7.7,7.6,6.7,6.8,7.2,7.4,7.9,8.2,8.8,9.1
35,past peak,medium,200,outbreak,1,,mean,6.5,6.5,5.9,6,6.2,6.3,6.6,6.8,7.2,7.3
36,past peak,short,200,outbreak,1,,mean,3.5,3.4,3.2,3.3,3.4,3.4,3.5,3.5,3.6,3.7
37,early outbreak,long,400,outbreak,1,,mean,8.2,8,6.1,6.4,7,7.5,8.5,9.2,11,12
38,early outbreak,medium,400,outbreak,1,,mean,4.7,4.7,4.3,4.4,4.5,4.6,4.8,4.9,5.2,5.3
39,early outbreak,short,400,outbreak,1,,mean,3.4,3.4,3.2,3.3,3.3,3.4,3.4,3.5,3.5,3.6
40,late outbreak,long,400,outbreak,1,,mean,8,7.9,7.2,7.3,7.6,7.8,8.1,8.3,8.7,8.9
41,late outbreak,medium,400,outbreak,1,,mean,5.9,5.9,5.5,5.6,5.8,5.8,6,6.1,6.3,6.4
42,late outbreak,short,400,outbreak,1,,mean,3.7,3.7,3.5,3.5,3.6,3.6,3.7,3.7,3.8,3.8
43,near peak,long,400,outbreak,1,,mean,7.8,7.7,6.6,6.8,7.2,7.4,8,8.4,9.1,9.5
44,near peak,medium,400,outbreak,1,,mean,5.6,5.6,5.2,5.3,5.4,5.5,5.7,5.8,6.1,6.2
45,near peak,short,400,outbreak,1,,mean,3.5,3.5,3.4,3.4,3.5,3.5,3.5,3.6,3.6,3.7
46,past peak,long,400,outbreak,1,,mean,7.4,7.3,6.6,6.7,7,7.2,7.5,7.8,8.2,8.3
47,past peak,medium,400,outbreak,1,,mean,5.9,5.9,5.6,5.6,5.8,5.9,6,6.1,6.3,6.3
48,past peak,short,400,outbreak,1,,mean,3.5,3.5,3.4,3.4,3.4,3.5,3.5,3.6,3.6,3.6
49,decay,long,200,exponential,1,,mean,8,7.9,7,7.1,7.5,7.7,8.2,8.5,9.2,9.5
50,decay,medium,200,exponential,1,,mean,5.2,5.2,4.7,4.7,4.9,5.1,5.3,5.4,5.6,5.8
51,decay,short,200,exponential,1,,mean,3.6,3.6,3.4,3.4,3.5,3.5,3.6,3.7,3.8,3.8
52,fast decay,long,200,exponential,1,,mean,8.9,8.8,7.4,7.6,8.2,8.5,9.2,9.7,11,11
53,fast decay,medium,200,exponential,1,,mean,6,5.9,5.5,5.5,5.7,5.8,6.1,6.2,6.5,6.6
54,fast decay,short,200,exponential,1,,mean,3.5,3.5,3.3,3.4,3.4,3.5,3.6,3.6,3.7,3.8
55,fast growth,long,200,exponential,1,,mean,9.6,8.8,6.2,6.6,7.5,8.2,9.7,11,15,17
56,fast growth,medium,200,exponential,1,,mean,6.3,6.2,5.3,5.4,5.7,6,6.5,6.8,7.8,8.3
57,fast growth,short,200,exponential,1,,mean,3.4,3.4,3.1,3.2,3.3,3.3,3.4,3.5,3.6,3.7
58,growth,long,200,exponential,1,,mean,8.1,7.8,6.1,6.4,7,7.4,8.4,9.1,11,12
59,growth,medium,200,exponential,1,,mean,5.3,5.3,4.8,4.8,5,5.2,5.4,5.6,5.9,6.1
60,growth,short,200,exponential,1,,mean,3.5,3.5,3.2,3.3,3.4,3.4,3.5,3.6,3.7,3.7
61,stable,long,200,exponential,1,,mean,7.9,7.8,6.7,6.9,7.3,7.5,8.1,8.4,9.2,9.6
62,stable,medium,200,exponential,1,,mean,6.4,6.4,5.7,5.8,6.1,6.2,6.5,6.7,7,7.2
63,stable,short,200,exponential,1,,mean,3.4,3.4,3.2,3.2,3.3,3.4,3.4,3.5,3.6,3.6
64,120 days,,834,ebola_case_study,,real-time,mean,6,6,5.7,5.8,5.9,6,6.1,6.1,6.3,6.3
65,120 days,,1032,ebola_case_study,,retrospective,mean,6.1,6.1,5.9,5.9,6,6,6.1,6.2,6.3,6.3
66,180 days,,3149,ebola_case_study,,real-time,mean,7.1,7.1,6.9,7,7,7,7.1,7.1,7.2,7.2
67,180 days,,3532,ebola_case_study,,retrospective,mean,7,7,6.8,6.9,6.9,6.9,7,7,7.1,7.1
68,240 days,,2399,ebola_case_study,,real-time,mean,5.3,5.3,5.1,5.1,5.2,5.2,5.3,5.3,5.4,5.4
69,240 days,,2483,ebola_case_study,,retrospective,mean,5.2,5.2,5.1,5.1,5.1,5.2,5.2,5.2,5.3,5.3
70,60 days,,401,ebola_case_study,,real-time,mean,5.4,5.4,5.2,5.2,5.3,5.4,5.5,5.5,5.7,5.7
71,60 days,,428,ebola_case_study,,retrospective,mean,5.5,5.4,5.2,5.2,5.3,5.4,5.5,5.6,5.7,5.7
1,early outbreak,long,10,outbreak,1,,sd,4.6e+16,75,3.2,4,11,25,280,2300,1e+06,6e+07
2,early outbreak,medium,10,outbreak,1,,sd,2.9e+23,8.9,1.4,1.5,2.8,4.7,25,170,180000,1.5e+07
3,early outbreak,short,10,outbreak,1,,sd,6.8e+09,12,1.7,2.1,3.8,6.2,28,130,10000,420000
4,late outbreak,long,10,outbreak,1,,sd,1.5e+43,7.4,3,3.3,4.5,5.7,10,19,280,3800
5,late outbreak,medium,10,outbreak,1,,sd,4.8e+47,14,3.9,4.4,6.7,9.5,25,77,19000,1100000
6,late outbreak,short,10,outbreak,1,,sd,3.9,2.1,1.1,1.2,1.5,1.8,2.5,3.2,6.5,10
7,near peak,long,10,outbreak,1,,sd,Inf,210,3.6,4.7,15,51,1900,110000,1.2e+11,1.3e+18
8,near peak,medium,10,outbreak,1,,sd,1.5e+11,6.1,1.8,2,3,4.2,11,41,3200,70000
9,near peak,short,10,outbreak,1,,sd,1.1,0.96,0.68,0.71,0.79,0.87,1.1,1.3,2,2.4
