id,scenario,distribution,sample_size,data_type,replicate,obs_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
30,late outbreak,short,200,outbreak,1,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
31,near peak,long,200,outbreak,1,,meanlog,2,2,1.8,1.8,1.9,1.9,2.1,2.1,2.4,2.5
32,near peak,medium,200,outbreak,1,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9
33,near peak,short,200,outbreak,1,,meanlog,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
34,past peak,long,200,outbreak,1,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9
35,past peak,medium,200,outbreak,1,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8
36,past peak,short,200,outbreak,1,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
37,early outbreak,long,400,outbreak,1,,meanlog,3,2.6,1.8,1.9,2.1,2.4,3,3.6,5.6,6.6
38,early outbreak,medium,400,outbreak,1,,meanlog,1.5,1.5,1.4,1.4,1.4,1.4,1.5,1.5,1.6,1.6
39,early outbreak,short,400,outbreak,1,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
40,late outbreak,long,400,outbreak,1,,meanlog,1.7,1.7,1.6,1.7,1.7,1.7,1.8,1.8,1.8,1.8
41,late outbreak,medium,400,outbreak,1,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6
42,late outbreak,short,400,outbreak,1,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
43,near peak,long,400,outbreak,1,,meanlog,1.8,1.8,1.6,1.7,1.7,1.8,1.9,1.9,2,2.1
44,near peak,medium,400,outbreak,1,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.7
45,near peak,short,400,outbreak,1,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2
46,past peak,long,400,outbreak,1,,meanlog,1.7,1.7,1.6,1.6,1.6,1.6,1.7,1.7,1.8,1.8
47,past peak,medium,400,outbreak,1,,meanlog,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7
48,past peak,short,400,outbreak,1,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
49,decay,long,200,exponential,1,,meanlog,1.8,1.8,1.7,1.7,1.8,1.8,1.8,1.9,1.9,1.9
50,decay,medium,200,exponential,1,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.5,1.5,1.5,1.5
51,decay,short,200,exponential,1,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
52,fast decay,long,200,exponential,1,,meanlog,1.8,1.8,1.6,1.7,1.7,1.8,1.8,1.9,2,2
53,fast decay,medium,200,exponential,1,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.7
54,fast decay,short,200,exponential,1,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
55,fast growth,long,200,exponential,1,,meanlog,3,2.5,1.7,1.8,2,2.3,2.9,3.6,5.7,7.2
56,fast growth,medium,200,exponential,1,,meanlog,1.7,1.7,1.5,1.5,1.6,1.7,1.7,1.8,2,2
57,fast growth,short,200,exponential,1,,meanlog,1.1,1.1,1,1,1.1,1.1,1.1,1.1,1.2,1.2
58,growth,long,200,exponential,1,,meanlog,2.4,1.9,1.5,1.6,1.7,1.8,2,2.3,3.5,6.1
59,growth,medium,200,exponential,1,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
60,growth,short,200,exponential,1,,meanlog,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
61,stable,long,200,exponential,1,,meanlog,1.8,1.8,1.7,1.7,1.7,1.8,1.8,1.9,2,2
62,stable,medium,200,exponential,1,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8
63,stable,short,200,exponential,1,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
64,120 days,,834,ebola_case_study,,real-time,meanlog,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.7
65,120 days,,1032,ebola_case_study,,retrospective,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.7
66,180 days,,3149,ebola_case_study,,real-time,meanlog,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9
67,180 days,,3532,ebola_case_study,,retrospective,meanlog,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
68,240 days,,2399,ebola_case_study,,real-time,meanlog,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
69,240 days,,2483,ebola_case_study,,retrospective,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.5
70,60 days,,401,ebola_case_study,,real-time,meanlog,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7
71,60 days,,428,ebola_case_study,,retrospective,meanlog,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7
1,early outbreak,long,10,outbreak,1,,sdlog,4.3e+09,6.8,0.89,1,2,3.5,15,53,1800,13000
2,early outbreak,medium,10,outbreak,1,,sdlog,1.1e+15,27,1.1,1.4,3.7,8.7,330,3.5e+15,5.2e+15,5.3e+15
3,early outbreak,short,10,outbreak,1,,sdlog,1300000,5.8,0.63,0.76,1.6,3,14,51,1100,8600
4,late outbreak,long,10,outbreak,1,,sdlog,4.8e+10,4.6,0.57,0.64,1.1,2.4,11,40,1500,9900
5,late outbreak,medium,10,outbreak,1,,sdlog,7.7e+12,8.2,0.79,0.95,2.2,4.4,18,67,6200,240000
6,late outbreak,short,10,outbreak,1,,sdlog,1300,1.2,0.45,0.49,0.66,0.84,1.8,3.2,33,160
7,near peak,long,10,outbreak,1,,sdlog,1.2e+15,28,1.7,2.1,4.3,9.7,240,4.9e+15,5.1e+15,5.1e+15
8,near peak,medium,10,outbreak,1,,sdlog,1.3e+08,2.5,0.43,0.49,0.79,1.4,7.5,39,3700,20000
9,near peak,short,10,outbreak,1,,sdlog,670,0.35,0.22,0.23,0.28,0.31,0.39,0.47,1.9,9.6
10,past peak,long,10,outbreak,1,,sdlog,1.8e+07,14,1.4,1.9,4.1,7.4,32,130,6000,130000
11,past peak,medium,10,outbreak,1,,sdlog,4400000,9.2,1.1,1.4,3,5.1,20,62,2600,18000
12,past peak,short,10,outbreak,1,,sdlog,1.4e+08,5.3,0.75,0.88,1.9,3.1,11,44,2400,31000
13,early outbreak,long,100,outbreak,1,,sdlog,130,1.3,0.72,0.76,0.92,1.1,1.6,2.2,5.1,27
14,early outbreak,medium,100,outbreak,1,,sdlog,0.53,0.52,0.43,0.44,0.47,0.5,0.54,0.57,0.64,0.67
15,early outbreak,short,100,outbreak,1,,sdlog,0.68,0.63,0.5,0.52,0.56,0.6,0.67,0.73,0.87,0.96
16,late outbreak,long,100,outbreak,1,,sdlog,1,1,0.8,0.83,0.9,0.95,1.1,1.1,1.3,1.5
17,late outbreak,medium,100,outbreak,1,,sdlog,0.6,0.6,0.52,0.53,0.56,0.58,0.61,0.64,0.68,0.7
18,late outbreak,short,100,outbreak,1,,sdlog,0.45,0.45,0.39,0.39,0.42,0.43,0.46,0.48,0.51,0.52
19,near peak,long,100,outbreak,1,,sdlog,74,1.2,0.77,0.81,0.93,1.1,1.4,2.1,15,74
20,near peak,medium,100,outbreak,1,,sdlog,0.64,0.62,0.52,0.53,0.58,0.6,0.65,0.69,0.77,0.81
21,near peak,short,100,outbreak,1,,sdlog,0.41,0.41,0.36,0.36,0.38,0.4,0.43,0.44,0.47,0.48
22,past peak,long,100,outbreak,1,,sdlog,0.79,0.78,0.64,0.66,0.71,0.74,0.81,0.86,0.98,1
23,past peak,medium,100,outbreak,1,,sdlog,0.61,0.61,0.52,0.53,0.57,0.59,0.63,0.66,0.71,0.74
24,past peak,short,100,outbreak,1,,sdlog,0.42,0.42,0.36,0.37,0.39,0.41,0.43,0.45,0.48,0.5
25,early outbreak,long,200,outbreak,1,,sdlog,1.1,1,0.75,0.78,0.87,0.94,1.1,1.3,1.6,1.8
26,early outbreak,medium,200,outbreak,1,,sdlog,0.78,0.76,0.61,0.63,0.68,0.72,0.8,0.86,1,1.1
27,early outbreak,short,200,outbreak,1,,sdlog,0.46,0.46,0.41,0.42,0.44,0.45,0.47,0.49,0.52,0.54
28,late outbreak,long,200,outbreak,1,,sdlog,1,1,0.86,0.88,0.94,0.98,1.1,1.1,1.2,1.3
29,late outbreak,medium,200,outbreak,1,,sdlog,0.67,0.66,0.6,0.61,0.63,0.65,0.68,0.7,0.73,0.75
30,late outbreak,short,200,outbreak,1,,sdlog,0.46,0.45,0.41,0.42,0.43,0.45,0.46,0.48,0.5,0.51
31,near peak,long,200,outbreak,1,,sdlog,0.93,0.9,0.74,0.76,0.82,0.87,0.95,1,1.2,1.3
32,near peak,medium,200,outbreak,1,,sdlog,0.74,0.73,0.63,0.64,0.68,0.71,0.76,0.79,0.87,0.9
33,near peak,short,200,outbreak,1,,sdlog,0.4,0.4,0.36,0.37,0.38,0.39,0.41,0.42,0.44,0.45
34,past peak,long,200,outbreak,1,,sdlog,0.83,0.82,0.71,0.73,0.77,0.8,0.85,0.88,0.96,1
35,past peak,medium,200,outbreak,1,,sdlog,0.66,0.65,0.58,0.59,0.62,0.64,0.67,0.69,0.73,0.74
36,past peak,short,200,outbreak,1,,sdlog,0.47,0.46,0.42,0.43,0.44,0.45,0.47,0.49,0.51,0.52
37,early outbreak,long,400,outbreak,1,,sdlog,1.6,1.5,1,1.1,1.2,1.4,1.7,2,2.8,3.1
38,early outbreak,medium,400,outbreak,1,,sdlog,0.67,0.67,0.59,0.6,0.63,0.65,0.69,0.71,0.76,0.78
39,early outbreak,short,400,outbreak,1,,sdlog,0.46,0.46,0.42,0.43,0.44,0.45,0.47,0.48,0.5,0.51
40,late outbreak,long,400,outbreak,1,,sdlog,0.83,0.83,0.76,0.77,0.8,0.82,0.85,0.87,0.91,0.93
41,late outbreak,medium,400,outbreak,1,,sdlog,0.67,0.66,0.61,0.62,0.64,0.65,0.68,0.69,0.72,0.73
42,late outbreak,short,400,outbreak,1,,sdlog,0.44,0.44,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47
43,near peak,long,400,outbreak,1,,sdlog,1,1,0.85,0.87,0.93,0.98,1.1,1.1,1.2,1.3
44,near peak,medium,400,outbreak,1,,sdlog,0.64,0.63,0.58,0.58,0.61,0.62,0.65,0.66,0.69,0.71
45,near peak,short,400,outbreak,1,,sdlog,0.43,0.43,0.4,0.4,0.42,0.42,0.44,0.45,0.46,0.47
46,past peak,long,400,outbreak,1,,sdlog,0.91,0.91,0.81,0.83,0.86,0.89,0.93,0.96,1,1
47,past peak,medium,400,outbreak,1,,sdlog,0.59,0.59,0.55,0.55,0.57,0.58,0.6,0.61,0.63,0.64
48,past peak,short,400,outbreak,1,,sdlog,0.43,0.43,0.4,0.4,0.42,0.42,0.44,0.44,0.46,0.46
49,decay,long,200,exponential,1,,sdlog,0.74,0.74,0.64,0.66,0.69,0.72,0.76,0.79,0.85,0.87
50,decay,medium,200,exponential,1,,sdlog,0.67,0.66,0.59,0.6,0.63,0.65,0.68,0.7,0.75,0.77
51,decay,short,200,exponential,1,,sdlog,0.48,0.48,0.43,0.44,0.46,0.47,0.49,0.5,0.53,0.54
52,fast decay,long,200,exponential,1,,sdlog,0.98,0.96,0.81,0.83,0.89,0.93,1,1.1,1.2,1.2
53,fast decay,medium,200,exponential,1,,sdlog,0.58,0.58,0.52,0.53,0.55,0.57,0.59,0.61,0.64,0.65
54,fast decay,short,200,exponential,1,,sdlog,0.45,0.45,0.41,0.41,0.43,0.44,0.46,0.47,0.49,0.5
55,fast growth,long,200,exponential,1,,sdlog,1.9,1.6,1,1.1,1.3,1.4,1.8,2.2,3.1,3.8
56,fast growth,medium,200,exponential,1,,sdlog,0.75,0.74,0.62,0.63,0.68,0.71,0.77,0.82,0.91,0.95
57,fast growth,short,200,exponential,1,,sdlog,0.53,0.53,0.46,0.47,0.5,0.52,0.55,0.57,0.61,0.63
58,growth,long,200,exponential,1,,sdlog,1.6,1.3,0.91,0.95,1.1,1.2,1.4,1.6,2.8,4
59,growth,medium,200,exponential,1,,sdlog,0.68,0.67,0.59,0.6,0.63,0.65,0.69,0.72,0.77,0.8
60,growth,short,200,exponential,1,,sdlog,0.46,0.45,0.4,0.41,0.43,0.44,0.47,0.48,0.51,0.51
61,stable,long,200,exponential,1,,sdlog,0.81,0.8,0.69,0.7,0.74,0.77,0.82,0.86,0.94,0.98
62,stable,medium,200,exponential,1,,sdlog,0.64,0.63,0.56,0.57,0.6,0.62,0.65,0.67,0.71,0.73
63,stable,short,200,exponential,1,,sdlog,0.44,0.44,0.4,0.4,0.42,0.43,0.45,0.46,0.48,0.49
64,120 days,,834,ebola_case_study,,real-time,sdlog,0.58,0.58,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61
65,120 days,,1032,ebola_case_study,,retrospective,sdlog,0.55,0.55,0.53,0.53,0.54,0.55,0.56,0.56,0.57,0.58
66,180 days,,3149,ebola_case_study,,real-time,sdlog,0.49,0.49,0.48,0.48,0.49,0.49,0.5,0.5,0.51,0.51
67,180 days,,3532,ebola_case_study,,retrospective,sdlog,0.51,0.51,0.5,0.5,0.5,0.5,0.51,0.51,0.52,0.52
68,240 days,,2399,ebola_case_study,,real-time,sdlog,0.62,0.62,0.6,0.61,0.61,0.62,0.63,0.63,0.64,0.64
69,240 days,,2483,ebola_case_study,,retrospective,sdlog,0.62,0.62,0.6,0.6,0.61,0.61,0.62,0.63,0.63,0.64
70,60 days,,401,ebola_case_study,,real-time,sdlog,0.42,0.42,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46
71,60 days,,428,ebola_case_study,,retrospective,sdlog,0.45,0.45,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.48
1,early outbreak,long,10,outbreak,1,,mean,Inf,6.3e+10,6.6,11,120,19000,1.3e+48,Inf,Inf,Inf
2,early outbreak,medium,10,outbreak,1,,mean,Inf,2e+152,3.2,4.8,3000,3.3e+16,Inf,Inf,Inf,Inf
3,early outbreak,short,10,outbreak,1,,mean,Inf,1e+08,3.6,4.5,22,770,3.5e+40,Inf,Inf,Inf
4,late outbreak,long,10,outbreak,1,,mean,Inf,49000,5,5.8,9.6,50,2.9e+23,Inf,Inf,Inf
5,late outbreak,medium,10,outbreak,1,,mean,Inf,2.8e+14,5.9,7.1,38,18000,7.7e+69,Inf,Inf,Inf
6,late outbreak,short,10,outbreak,1,,mean,Inf,4.3,1,1.5,3,3.6,5.6,48,1.8e+242,Inf
7,near peak,long,10,outbreak,1,,mean,Inf,2e+167,1.7,3.7,4300,3.3e+20,Inf,Inf,Inf,Inf
8,near peak,medium,10,outbreak,1,,mean,Inf,320,4.6,5,8.2,23,5.7e+12,Inf,Inf,Inf
9,near peak,short,10,outbreak,1,,mean,Inf,3.5,2.8,2.9,3.2,3.3,3.7,4,11,3e+20
10,past peak,long,10,outbreak,1,,mean,Inf,1.9e+43,12,22,13000,1.6e+12,1.4e+228,Inf,Inf,Inf
11,past peak,medium,10,outbreak,1,,mean,Inf,2.7e+18,3.2,5.3,120,5e+05,2.3e+85,Inf,Inf,Inf
12,past peak,short,10,outbreak,1,,mean,Inf,570000,1.2,2,5.8,67,3.5e+28,Inf,Inf,Inf
13,early outbreak,long,100,outbreak,1,,mean,Inf,16,5.2,5.6,7.6,10,38,300,2.3e+08,9.8e+169
14,early outbreak,medium,100,outbreak,1,,mean,4.5,4.4,3.8,3.9,4.1,4.2,4.5,4.7,5.3,5.6
15,early outbreak,short,100,outbreak,1,,mean,8.4e+127,4.1,3.4,3.5,3.7,3.9,4.3,4.6,5.6,6.3
16,late outbreak,long,100,outbreak,1,,mean,11,9.9,7.5,7.7,8.6,9.2,11,12,15,18
17,late outbreak,medium,100,outbreak,1,,mean,6.4,6.3,5.6,5.7,6,6.2,6.5,6.7,7.2,7.4
18,late outbreak,short,100,outbreak,1,,mean,3.7,3.7,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1
19,near peak,long,100,outbreak,1,,mean,Inf,13,6.1,6.4,8,9.8,21,110,7.5e+49,Inf
20,near peak,medium,100,outbreak,1,,mean,6.3,6.1,5.1,5.3,5.7,5.9,6.4,6.8,7.6,8.1
21,near peak,short,100,outbreak,1,,mean,3.6,3.6,3.3,3.4,3.5,3.5,3.7,3.8,3.9,4
22,past peak,long,100,outbreak,1,,mean,8.2,7.9,6.5,6.7,7.2,7.5,8.3,8.9,11,12
23,past peak,medium,100,outbreak,1,,mean,6.2,6.1,5.4,5.5,5.8,6,6.3,6.6,7.1,7.3
24,past peak,short,100,outbreak,1,,mean,3.5,3.5,3.2,3.3,3.4,3.4,3.6,3.6,3.8,3.9
25,early outbreak,long,200,outbreak,1,,mean,160,12,6.7,7.2,8.8,10,16,24,85,160
26,early outbreak,medium,200,outbreak,1,,mean,7,6.3,4.8,5,5.4,5.8,6.8,7.6,10,13
27,early outbreak,short,200,outbreak,1,,mean,3.4,3.4,3.2,3.2,3.3,3.4,3.5,3.6,3.7,3.8
28,late outbreak,long,200,outbreak,1,,mean,8.3,8.2,6.7,6.9,7.4,7.8,8.6,9.1,10,11
29,late outbreak,medium,200,outbreak,1,,mean,6.4,6.4,5.8,5.9,6.1,6.2,6.5,6.7,7,7.1
30,late outbreak,short,200,outbreak,1,,mean,3.6,3.6,3.3,3.4,3.5,3.5,3.6,3.7,3.8,3.8
31,near peak,long,200,outbreak,1,,mean,13,11,8,8.3,9.4,10,12,14,21,28
32,near peak,medium,200,outbreak,1,,mean,7.5,7.3,6.1,6.3,6.7,7,7.7,8.1,9.3,10
33,near peak,short,200,outbreak,1,,mean,3.5,3.4,3.2,3.3,3.4,3.4,3.5,3.5,3.6,3.7
34,past peak,long,200,outbreak,1,,mean,8.1,8,6.8,6.9,7.4,7.7,8.3,8.8,9.8,10
35,past peak,medium,200,outbreak,1,,mean,6.7,6.6,5.9,6,6.3,6.5,6.8,7,7.4,7.6
36,past peak,short,200,outbreak,1,,mean,3.5,3.5,3.2,3.3,3.4,3.4,3.5,3.6,3.7,3.7
37,early outbreak,long,400,outbreak,1,,mean,2.8e+10,43,10,12,18,27,84,240,11000,80000
38,early outbreak,medium,400,outbreak,1,,mean,5.5,5.4,4.7,4.8,5.1,5.2,5.6,5.8,6.4,6.6
39,early outbreak,short,400,outbreak,1,,mean,3.5,3.5,3.3,3.3,3.4,3.4,3.5,3.6,3.7,3.7
40,late outbreak,long,400,outbreak,1,,mean,8.1,8.1,7.3,7.4,7.7,7.9,8.3,8.5,9,9.2
41,late outbreak,medium,400,outbreak,1,,mean,6,6,5.6,5.7,5.8,5.9,6.1,6.2,6.4,6.4
42,late outbreak,short,400,outbreak,1,,mean,3.7,3.7,3.5,3.5,3.6,3.6,3.7,3.7,3.8,3.8
43,near peak,long,400,outbreak,1,,mean,11,10,7.6,7.9,8.8,9.5,11,13,16,19
44,near peak,medium,400,outbreak,1,,mean,5.9,5.9,5.4,5.4,5.6,5.8,6,6.2,6.5,6.6
45,near peak,short,400,outbreak,1,,mean,3.6,3.6,3.4,3.4,3.5,3.5,3.6,3.6,3.7,3.7
46,past peak,long,400,outbreak,1,,mean,8.1,8,6.9,7.1,7.5,7.7,8.2,8.6,9.3,9.7
47,past peak,medium,400,outbreak,1,,mean,6,6,5.6,5.7,5.8,5.9,6.1,6.2,6.4,6.5
48,past peak,short,400,outbreak,1,,mean,3.5,3.5,3.4,3.4,3.4,3.5,3.5,3.6,3.6,3.7
49,decay,long,200,exponential,1,,mean,8.1,8,6.9,7.1,7.5,7.8,8.3,8.6,9.4,9.7
50,decay,medium,200,exponential,1,,mean,5.3,5.2,4.7,4.8,5,5.1,5.4,5.5,5.8,5.9
51,decay,short,200,exponential,1,,mean,3.6,3.6,3.4,3.4,3.5,3.6,3.6,3.7,3.8,3.9
52,fast decay,long,200,exponential,1,,mean,10,9.8,7.7,8,8.7,9.2,10,11,14,15
53,fast decay,medium,200,exponential,1,,mean,6,6,5.5,5.5,5.7,5.9,6.1,6.2,6.5,6.6
54,fast decay,short,200,exponential,1,,mean,3.6,3.6,3.3,3.4,3.5,3.5,3.6,3.7,3.8,3.8
55,fast growth,long,200,exponential,1,,mean,Inf,46,9.6,11,17,26,100,430,44000,2700000
56,fast growth,medium,200,exponential,1,,mean,7.6,7.2,5.7,5.8,6.4,6.8,7.7,8.4,11,12
57,fast growth,short,200,exponential,1,,mean,3.5,3.5,3.2,3.2,3.3,3.4,3.6,3.7,3.8,3.9
58,growth,long,200,exponential,1,,mean,Inf,15,7.5,8.1,10,12,20,35,1600,1500000
59,growth,medium,200,exponential,1,,mean,5.9,5.8,5,5.1,5.4,5.6,6,6.3,6.8,7.1
60,growth,short,200,exponential,1,,mean,3.5,3.5,3.3,3.3,3.4,3.5,3.6,3.6,3.8,3.8
61,stable,long,200,exponential,1,,mean,8.6,8.4,7,7.1,7.7,8,8.8,9.4,11,11
62,stable,medium,200,exponential,1,,mean,6.6,6.5,5.8,5.9,6.2,6.4,6.7,6.9,7.3,7.5
63,stable,short,200,exponential,1,,mean,3.4,3.4,3.2,3.3,3.3,3.4,3.5,3.5,3.6,3.7
64,120 days,,834,ebola_case_study,,real-time,mean,6.1,6.1,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5
65,120 days,,1032,ebola_case_study,,retrospective,mean,6.2,6.2,5.9,6,6.1,6.1,6.2,6.3,6.3,6.4
66,180 days,,3149,ebola_case_study,,real-time,mean,7.1,7.1,7,7,7.1,7.1,7.2,7.2,7.3,7.3
67,180 days,,3532,ebola_case_study,,retrospective,mean,7,7,6.9,6.9,7,7,7,7.1,7.1,7.1
68,240 days,,2399,ebola_case_study,,real-time,mean,5.4,5.3,5.2,5.2,5.3,5.3,5.4,5.4,5.5,5.5
69,240 days,,2483,ebola_case_study,,retrospective,mean,5.3,5.3,5.1,5.1,5.2,5.2,5.3,5.3,5.4,5.4
70,60 days,,401,ebola_case_study,,real-time,mean,5.5,5.5,5.2,5.3,5.4,5.4,5.5,5.6,5.7,5.8
71,60 days,,428,ebola_case_study,,retrospective,mean,5.5,5.5,5.3,5.3,5.4,5.5,5.6,5.6,5.7,5.8
1,early outbreak,long,10,outbreak,1,,sd,Inf,3.3e+20,8.8,22,800,5800000,2e+95,Inf,Inf,Inf
2,early outbreak,medium,10,outbreak,1,,sd,Inf,4.1e+305,5.6,17,3300000,7.5e+32,Inf,Inf,Inf,Inf
3,early outbreak,short,10,outbreak,1,,sd,Inf,1.3e+15,2.8,4.5,96,84000,6.6e+81,Inf,Inf,Inf
4,late outbreak,long,10,outbreak,1,,sd,Inf,2e+09,3.8,4.7,15,870,4.9e+47,Inf,Inf,Inf
5,late outbreak,medium,10,outbreak,1,,sd,Inf,1e+29,6.6,9.7,540,2.2e+08,6.1e+139,Inf,Inf,Inf
6,late outbreak,short,10,outbreak,1,,sd,Inf,5.9,1.5,1.7,2.6,3.6,18,5700,Inf,Inf
7,near peak,long,10,outbreak,1,,sd,Inf,Inf,11,39,5.5e+07,1e+41,Inf,Inf,Inf,Inf
8,near peak,medium,10,outbreak,1,,sd,Inf,8200,2.3,2.8,7.8,58,8.4e+24,Inf,Inf,Inf
9,near peak,short,10,outbreak,1,,sd,Inf,1.2,0.72,0.77,0.94,1.1,1.4,1.8,55,2.2e+40
